População  residente -  total
SP,3506,Piracicaba,332478,418466,541786,750394,1008882,1121538,1218951,1322072,1377257,
SP,3507,Campinas,645556,854075,1196599,1927820,2680848,2976079,3271634,3592931,3785620,
SP,3508,Presidente Prudente,546585,712200,699539,683087,749942,770476,803870,828824,848124,
SP,3509,Marília,318708,339568,303954,327550,372752,388594,418121,436707,440058,
SP,3510,Assis,319621,373767,390443,381005,459147,491799,517504,539240,553778,
SP,3511,Itapetininga,269325,332029,409667,522116,642999,690372,748748,793469,824453,
SP,3512,Macro Metropolitana Paulista,455127,617231,847321,1273426,1776056,1972133,2251083,2452227,2644519,
SP,3513,Vale do Paraíba Paulista,477235,610559,834652,1221221,1651594,1792714,1992110,2155485,2264594,
SP,3514,Litoral Sul Paulista,101657,117202,164587,241369,324286,366321,424736,442982,462390,
SP,3515,Metropolitana de São Paulo,2923038,5143547,8766441,13494185,16567317,17764716,19198273,20655102,21154988,
TO,1701,Ocidental do Tocantins,81681,187477,346426,527080,655329,713129,764552,793841,870586,
TO,1702,Oriental do Tocantins,122360,136195,174713,211969,264534,335513,393138,449786,512859,
